ItemCode	InventoryWeight1	InventoryWeightUnit1	SalesUnitWeight	SalesWeightUnit	PurchaseUnitWeight	PurchaseWeightUnit
5W-33 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-330 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-39 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-390 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-4.7 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-4.7K	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-47 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-5.1 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-5.6 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-5.6K	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-560 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-6.8 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-62 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-7.5 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-8.2 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-82 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-1.2K	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-1.5 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-12 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-150 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-200 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-33 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-39 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-470 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-56 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-7.5 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
10W-82 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
15W-1 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
15W-56 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
15W-7.5 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
20W-150 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-200 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-240 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-27 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-56 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-6.2 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-6.8K	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-68 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
5W-9.1 OHM	0.0044603	KG	0.0044603	KG	0.0044603	KG
1/2W-0.1 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1/2W-0.22 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1/2W-0.47 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-0.1 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-0.33 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-0.47 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-1 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-10 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-100 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-10K MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-12 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-15 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-15K MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-1K MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-2.2 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-220 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-3.3 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-33 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-4.7 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-4.7K MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-47 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-470 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-5.6 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-6.8 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-8.2 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1/2W-0.33 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-0.22 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-2.7 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-20 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-330 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
1W-68 OHM MT	0.00031	KG	0.00031	KG	0.00031	KG
REP-15D100	0.8	KG	0.8	KG	0.8	KG
RFP70N06 CLD	0.03	KG	0.03	KG	0.03	KG
HV-WR941	0.96	KG	0.96	KG	0.96	KG
RSN309W44C CLD	0.03	KG	0.03	KG	0.03	KG
RSN311W64B CLD	0.03	KG	0.03	KG	0.03	KG
RSN312H24A	0.03	KG	0.03	KG	0.03	KG
RSN315H42C CLD	0.03	KG	0.03	KG	0.03	KG
RSN3502E CLD	0.03	KG	0.03	KG	0.03	KG
RSN35H2B CLD	0.03	KG	0.03	KG	0.03	KG
TY20-5	0.17	KG	0.17	KG	0.17	KG
REP-WHEEL-AXWH215B	0.2	KG	0.2	KG	0.2	KG
S1298	0.2	KG	0.2	KG	0.2	KG
S1854 CLD	0.2	KG	0.2	KG	0.2	KG
S2000A3	0.2	KG	0.2	KG	0.2	KG
S2000AF	0.2	KG	0.2	KG	0.2	KG
S6785G	0.2	KG	0.2	KG	0.2	KG
S8050 CLD	0.2	KG	0.2	KG	0.2	KG
6430L-H	6	KG	6	KG	6	KG
6433L	5.5	KG	5.5	KG	5.5	KG
6435L-H	8	KG	8	KG	8	KG
SCR TIC126D	0.2	KG	0.2	KG	0.2	KG
SCR 2P4M CLD	0.2	KG	0.2	KG	0.2	KG
SCR3S4M	0.2	KG	0.2	KG	0.2	KG
SCRBT151-500R CLD	0.0013	KG	0.0013	KG	0.0013	KG
SCR BT151-650R CLD	0.001	KG	0.001	KG	0.001	KG
SCR BT169D CLD	0.001	KG	0.001	KG	0.001	KG
SCRC106MG	0.2	KG	0.2	KG	0.2	KG
SCR FOR3G	0.2	KG	0.2	KG	0.2	KG
SCR TIC106D CLD	0.2	KG	0.2	KG	0.2	KG
SCR TIC106MG CLD	0.2	KG	0.2	KG	0.2	KG
SCR TIC126M CLD	0.2	KG	0.2	KG	0.2	KG
SDH209	0.2	KG	0.2	KG	0.2	KG
SDH209B	0.2	KG	0.2	KG	0.2	KG
SE090	0.2	KG	0.2	KG	0.2	KG
SE110N CLD	0.2	KG	0.2	KG	0.2	KG
SE115N CLD	0.2	KG	0.2	KG	0.2	KG
SE120N CLD	0.2	KG	0.2	KG	0.2	KG
SE130N CLD	0.2	KG	0.2	KG	0.2	KG
SE135N CLD	0.2	KG	0.2	KG	0.2	KG
SE136N	0.2	KG	0.2	KG	0.2	KG
SE140N	0.2	KG	0.2	KG	0.2	KG
SE140N CLD	0.2	KG	0.2	KG	0.2	KG
REP-SW110/220	0.2	KG	0.2	KG	0.2	KG
ISM-4	1	KG	1	KG	1	KG
113-241C	0.06	KG	0.06	KG	0.06	KG
113-198C	0.45	KG	0.45	KG	0.45	KG
MS-024 OF	0.05	KG	0.05	KG	0.05	KG
MS-003N	0.02	KG	0.02	KG	0.02	KG
SC-02C	0.001	KG	0.001	KG	0.001	KG
SP-6100	0.116	KG	0.116	KG	0.116	KG
MOD-DHT11	0.4	KG	0.4	KG	0.4	KG
CNY70	0.001257143	KG	0.001257143	KG	0.001257143	KG
SR SET-2	0.161	KG	0.161	KG	0.161	KG
SR SET-1	0.161	KG	0.161	KG	0.161	KG
MC80NT	27.2	KG	27.2	KG	27.2	KG
MC80WRB	27.2	KG	27.2	KG	27.2	KG
MC80VSB	27.2	KG	27.2	KG	27.2	KG
HC888NT	27.2	KG	27.2	KG	27.2	KG
HC888WRB	27.2	KG	27.2	KG	27.2	KG
HC888VSB	27.2	KG	27.2	KG	27.2	KG
HC888NT REMATE	27.2	KG	27.2	KG	27.2	KG
MC82NT	30.7	KG	30.7	KG	30.7	KG
MC82WRB	30.7	KG	30.7	KG	30.7	KG
MC82VSB	30.7	KG	30.7	KG	30.7	KG
HC812WRB	30.7	KG	30.7	KG	30.7	KG
HC812NT	30.7	KG	30.7	KG	30.7	KG
HC812VSB	30.7	KG	30.7	KG	30.7	KG
MCC-SET-ATB-M	39	KG	39	KG	39	KG
CC-A	0.499	KG	0.499	KG	0.499	KG
PF-A	0.907	KG	0.907	KG	0.907	KG
SX-A	0.499	KG	0.499	KG	0.499	KG
CC-C	0.499	KG	0.499	KG	0.499	KG
PF-C	0.544	KG	0.544	KG	0.544	KG
SX-C	0.454	KG	0.454	KG	0.454	KG
CC-B	0.499	KG	0.499	KG	0.499	KG
PF-B	0.431	KG	0.431	KG	0.431	KG
SX-B	0.499	KG	0.499	KG	0.499	KG
DP1100	1.2	KG	1.2	KG	1.2	KG
BCS141618	5.873	KG	5.873	KG	5.873	KG
BCS141620	6.36	KG	6.36	KG	6.36	KG
BCS1418	4.98	KG	4.98	KG	4.98	KG
CCEM480	7.73	KG	7.73	KG	7.73	KG
CC141620M	7.5	KG	7.5	KG	7.5	KG
HCS1314_10S	2.604	KG	2.604	KG	2.604	KG
HCS1416	3.516	KG	3.516	KG	3.516	KG
HCS141620	6.787	KG	6.787	KG	6.787	KG
HCS1418	5.033	KG	5.033	KG	5.033	KG
MCS1416	3.36	KG	3.36	KG	3.36	KG
MCS	7.2933	KG	7.2933	KG	7.2933	KG
MCS_C16CH	5.955	KG	5.955	KG	5.955	KG
MCS1418	3.21	KG	3.21	KG	3.21	KG
PST3 EFFECTS PACK OF	3.5	KG	3.5	KG	3.5	KG
ES2-Y	0.075	KG	0.075	KG	0.075	KG
ES2-B	0.069	KG	0.069	KG	0.069	KG
ES2-BK	0.069	KG	0.069	KG	0.069	KG
ES2-R	0.069	KG	0.069	KG	0.069	KG
ES2-GREEN	0.069	KG	0.069	KG	0.069	KG
SH25-L-S	0.5	KG	0.5	KG	0.5	KG
SH12-L-BK	0.25	KG	0.25	KG	0.25	KG
SH45GR	0.106	KG	0.106	KG	0.106	KG
SH4BK	0.133	KG	0.133	KG	0.133	KG
SH5R	0.125	KG	0.125	KG	0.125	KG
SH12-M-BK	0.16	KG	0.16	KG	0.16	KG
SH50	0.084	KG	0.084	KG	0.084	KG
MS-BK	0.04	KG	0.04	KG	0.04	KG
FS-BK	0.07	KG	0.07	KG	0.07	KG
SH21BK	0.031	KG	0.031	KG	0.031	KG
SIA0427 CLD	0.02	KG	0.02	KG	0.02	KG
MCM-14	0.41	KG	0.41	KG	0.41	KG
MCM-16	0.133	KG	0.133	KG	0.133	KG
MCM-18	0.1433	KG	0.1433	KG	0.1433	KG
MCM-20	0.19	KG	0.19	KG	0.19	KG
KROME61	8.5	KG	8.5	KG	8.5	KG
MCT	0.092	KG	0.092	KG	0.092	KG
TB-168M2	0.458	KG	0.458	KG	0.458	KG
SI-258	0.985	KG	0.985	KG	0.985	KG
MS290	0.935	KG	0.935	KG	0.935	KG
SI-165	0.311	KG	0.311	KG	0.311	KG
P2-120US	17	KG	17	KG	17	KG
V42.12 SYSTEM	21.81	KG	21.81	KG	21.81	KG
AX-PA84	15	KG	15	KG	15	KG
AX-KIT130BLT OF	11	KG	11	KG	11	KG
LN05	0.03	KG	0.03	KG	0.03	KG
LN02	0.03	KG	0.03	KG	0.03	KG
REP-DVD-1508	0.8	KG	0.8	KG	0.8	KG
B-2	0.2	KG	0.2	KG	0.2	KG
REP-MP3/BLT/REC	0.8	KG	0.8	KG	0.8	KG
REP-AXR-MP3/BLT	0.8	KG	0.8	KG	0.8	KG
REP-MX8-MP3/BLT	0.8	KG	0.8	KG	0.8	KG
REP-NEW-MP3/BLT	0.8	KG	0.8	KG	0.8	KG
REP-J15AA-MP3	0.8	KG	0.8	KG	0.8	KG
REP-USB/MP3/BLUETOOT	0.8	KG	0.8	KG	0.8	KG
REP-A64201	0.8	KG	0.8	KG	0.8	KG
REP-A64202	0.8	KG	0.8	KG	0.8	KG
REP-MP3-LCD-A-1	0.8	KG	0.8	KG	0.8	KG
REP-USB/MP3-2	0.8	KG	0.8	KG	0.8	KG
REP-USB/MP3-1	0.8	KG	0.8	KG	0.8	KG
REP-MP3-DJ88A	0.8	KG	0.8	KG	0.8	KG
REP-866-LCD-KEY_U2	0.8	KG	0.8	KG	0.8	KG
REP-866S-KEY-001_U2	0.8	KG	0.8	KG	0.8	KG
REP-MP3-LCD-A-1-FM	0.8	KG	0.8	KG	0.8	KG
REP-MP3-8R-1W	0.75	KG	0.75	KG	0.75	KG
REP-MP3-LED8-1	0.8	KG	0.8	KG	0.8	KG
REP-YYSL-366-1	0.75	KG	0.75	KG	0.75	KG
SK18751	0.02	KG	0.02	KG	0.02	KG
SK18752 CLD	0.02	KG	0.02	KG	0.02	KG
SK3090 CLD	0.02	KG	0.02	KG	0.02	KG
SK3120	0.02	KG	0.02	KG	0.02	KG
SK3122	0.02	KG	0.02	KG	0.02	KG
SL3052	0.02	KG	0.02	KG	0.02	KG
SLA7024M	0.02	KG	0.02	KG	0.02	KG
SMP5N50F CLD	0.02	KG	0.02	KG	0.02	KG
SMR40000	0.02	KG	0.02	KG	0.02	KG
SMR40100	0.02	KG	0.02	KG	0.02	KG
BS-E10C	0.0111	KG	0.0111	KG	0.0111	KG
CK-154	0.022	KG	0.022	KG	0.022	KG
ES1-454	0.466	KG	0.466	KG	0.466	KG
ES1-227	0.235	KG	0.235	KG	0.235	KG
ES1-100	0.105	KG	0.105	KG	0.105	KG
SLD00004	0.1	KG	0.1	KG	0.1	KG
SLD00006	1	KG	1	KG	1	KG
TS-501	0.025	KG	0.025	KG	0.025	KG
AX-EV208	18	KG	18	KG	18	KG
AX-EV210	18.5	KG	18.5	KG	18.5	KG
AX-VT20	6.25	KG	6.25	KG	6.25	KG
FLYBAR-A	15.43	KG	15.43	KG	15.43	KG
AX-EVENT208	4	KG	4	KG	4	KG
FLYBAR FLX5	3.3	KG	3.3	KG	3.3	KG
6116	0.38	KG	0.38	KG	0.38	KG
MC-STBD	0.327	KG	0.327	KG	0.327	KG
MC-DSH	0.655	KG	0.655	KG	0.655	KG
TYS-19A	1.8125	KG	1.8125	KG	1.8125	KG
TYS-19B	2	KG	2	KG	2	KG
TYS-18B	2	KG	2	KG	2	KG
MINI ARRAY BRACKET	2.76	KG	2.76	KG	2.76	KG
E-007	1.625	KG	1.625	KG	1.625	KG
AXS-EV210	10.5	KG	10.5	KG	10.5	KG
FLYBAR-B	15	KG	15	KG	15	KG
AXS-EVENT208	6	KG	6	KG	6	KG
E-006	2.125	KG	2.125	KG	2.125	KG
EVS-119C1	3.375	KG	3.375	KG	3.375	KG
YW-L033-1 OF	1	KG	1	KG	1	KG
YW-L012M OF	1	KG	1	KG	1	KG
EVS-F14CB	0.185	KG	0.185	KG	0.185	KG
EVS-F40D	3.375	KG	3.375	KG	3.375	KG
EVS-F60D	3.925	KG	3.925	KG	3.925	KG
EVS-2316A	5.1	KG	5.1	KG	5.1	KG
MC-CYS8-S	0.233	KG	0.233	KG	0.233	KG
MC-CYS	0.215	KG	0.215	KG	0.215	KG
MC-CYS8	0.11	KG	0.11	KG	0.11	KG
MC-CY	0.566	KG	0.566	KG	0.566	KG
SOP-2655 LIQUIDACION	4	KG	4	KG	4	KG
EVS-WS001	3.54	KG	3.54	KG	3.54	KG
REP-SB-15B	1	KG	1	KG	1	KG
XS-GW104B	0.25	KG	0.25	KG	0.25	KG
XS-GW103B	0.392	KG	0.392	KG	0.392	KG
PGH-001	0.25	KG	0.25	KG	0.25	KG
GWS-01	0.392	KG	0.392	KG	0.392	KG
GWS-02	0.392	KG	0.392	KG	0.392	KG
XS-LT102	2.2	KG	2.2	KG	2.2	KG
PN1	1.8	KG	1.8	KG	1.8	KG
8123A OF	0.05	KG	0.05	KG	0.05	KG
6112A	2.722	KG	2.722	KG	2.722	KG
TH-416L OF	0.05	KG	0.05	KG	0.05	KG
TH-03	0.787	KG	0.787	KG	0.787	KG
TH-04	1.1	KG	1.1	KG	1.1	KG
EVS-19F20	0.615	KG	0.615	KG	0.615	KG
YW-J006M OF	1.5	KG	1.5	KG	1.5	KG
EVS-123M	1.5	KG	1.5	KG	1.5	KG
EVS-17F40	1	KG	1	KG	1	KG
EVS-13F60	1.7	KG	1.7	KG	1.7	KG
EVS-15F80	2.42	KG	2.42	KG	2.42	KG
EVS-D13	1.19	KG	1.19	KG	1.19	KG
EVS-PCM3WH	1.55	KG	1.55	KG	1.55	KG
MINI ARRAY POLE	1.3	KG	1.3	KG	1.3	KG
STACK POLE FLX5	1.9	KG	1.9	KG	1.9	KG
6112B OF	0.05	KG	0.05	KG	0.05	KG
8123B OF	0.05	KG	0.05	KG	0.05	KG
HJ-612	0.033	KG	0.033	KG	0.033	KG
6522	0.055	KG	0.055	KG	0.055	KG
HY1.2360	0.019	KG	0.019	KG	0.019	KG
HJ-613	0.045	KG	0.045	KG	0.045	KG
6523	0.065	KG	0.065	KG	0.065	KG
HY1.2373 OF	0.3	KG	0.3	KG	0.3	KG
6313 OF	0.3	KG	0.3	KG	0.3	KG
HY1.2361	0.027	KG	0.027	KG	0.027	KG
HJ-614	0.047	KG	0.047	KG	0.047	KG
6524	0.058	KG	0.058	KG	0.058	KG
HY1.2362	0.029	KG	0.029	KG	0.029	KG
HJ-618	0.107	KG	0.107	KG	0.107	KG
HY1.2370	0.071	KG	0.071	KG	0.071	KG
FY-1215	17	KG	17	KG	17	KG
ADLS-102A	0.028	KG	0.028	KG	0.028	KG
AV-0104	0.35	KG	0.35	KG	0.35	KG
HD-SP099A	0.25	KG	0.25	KG	0.25	KG
YF-5	0.212	KG	0.212	KG	0.212	KG
FY1409B	0.4	KG	0.4	KG	0.4	KG
YF-7	0.224	KG	0.224	KG	0.224	KG
HD-SP0100A (FY1409C)	0.818	KG	0.818	KG	0.818	KG
YF-9	0.943	KG	0.943	KG	0.943	KG
SP-162S	0.34	KG	0.34	KG	0.34	KG
SP-164S	0.3	KG	0.3	KG	0.3	KG
FY1405FM	0.595	KG	0.595	KG	0.595	KG
SPR00002	0.323	KG	0.323	KG	0.323	KG
SPR00003	0.311845	KG	0.311845	KG	0.311845	KG
SPR00001	0.311845	KG	0.311845	KG	0.311845	KG
SSP7NA60 MT	0.02	KG	0.02	KG	0.02	KG
SSS6N60 PLT CLD	0.02	KG	0.02	KG	0.02	KG
SSS7N60A CLD	0.02	KG	0.02	KG	0.02	KG
SSS8N60A PLT CLD	0.02	KG	0.02	KG	0.02	KG
LCDCABINET-LG	0.45	KG	0.45	KG	0.45	KG
STK080	0.02	KG	0.02	KG	0.02	KG
STK2029	0.02	KG	0.02	KG	0.02	KG
STK2030	0.02	KG	0.02	KG	0.02	KG
STK2038-II	0.02	KG	0.02	KG	0.02	KG
STK2230	0.02	KG	0.02	KG	0.02	KG
STK2250	0.02	KG	0.02	KG	0.02	KG
STK392-010	0.02	KG	0.02	KG	0.02	KG
STK392-040 CLD	0.02	KG	0.02	KG	0.02	KG
STK392-110 CLD	0.02	KG	0.02	KG	0.02	KG
STK392-120 CLD	0.02	KG	0.02	KG	0.02	KG
STK392-560	0.02	KG	0.02	KG	0.02	KG
STK394-250 CLD	0.02	KG	0.02	KG	0.02	KG
STK394-250A CLD	0.02	KG	0.02	KG	0.02	KG
STK396-010 CLD	0.02	KG	0.02	KG	0.02	KG
STK401-120 CLD	0.02	KG	0.02	KG	0.02	KG
STK401-130 CLD	0.02	KG	0.02	KG	0.02	KG
STK401-140 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-030 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-040 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-040N CLD	0.02	KG	0.02	KG	0.02	KG
STK402-050	0.02	KG	0.02	KG	0.02	KG
STK402-050 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STK402-050 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-050C CLD	0.02	KG	0.02	KG	0.02	KG
STK402-070N	0.02	KG	0.02	KG	0.02	KG
STK402-070 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-070N CLD	0.02	KG	0.02	KG	0.02	KG
STK402-070S CLD	0.02	KG	0.02	KG	0.02	KG
STK402-071 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-090	0.02	KG	0.02	KG	0.02	KG
STK402-090 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-090S CLD	0.02	KG	0.02	KG	0.02	KG
STK402-100	0.02	KG	0.02	KG	0.02	KG
STK402-100 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-100S CLD	0.02	KG	0.02	KG	0.02	KG
STK402-120	0.02	KG	0.02	KG	0.02	KG
STK402-120 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-120 SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STK402-120S CLD	0.02	KG	0.02	KG	0.02	KG
STK402-230 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-240 CLD	0.02	KG	0.02	KG	0.02	KG
STK402-270 CLD	0.02	KG	0.02	KG	0.02	KG
STK4026-II	0.02	KG	0.02	KG	0.02	KG
STK403-030 CLD	0.02	KG	0.02	KG	0.02	KG
STK403-040 CLD	0.02	KG	0.02	KG	0.02	KG
STK403-070	0.02	KG	0.02	KG	0.02	KG
STK403-070 CLD	0.02	KG	0.02	KG	0.02	KG
STK403-070C CLD	0.02	KG	0.02	KG	0.02	KG
STK403-090 CLD	0.02	KG	0.02	KG	0.02	KG
STK403-100 CLD	0.02	KG	0.02	KG	0.02	KG
STK403-120 CLD	0.02	KG	0.02	KG	0.02	KG
STK403-130M CLD	0.02	KG	0.02	KG	0.02	KG
STK403-130Y CLD	0.02	KG	0.02	KG	0.02	KG
STK403-240A CLD	0.02	KG	0.02	KG	0.02	KG
STK404-130S CLD	0.02	KG	0.02	KG	0.02	KG
STK404-130S SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STK4048-II	0.02	KG	0.02	KG	0.02	KG
STK405-070A CLD	0.02	KG	0.02	KG	0.02	KG
STK405-090A CLD	0.02	KG	0.02	KG	0.02	KG
STK407-040B CLD	0.02	KG	0.02	KG	0.02	KG
STK407-050 CLD	0.02	KG	0.02	KG	0.02	KG
STK407-070 CLD	0.02	KG	0.02	KG	0.02	KG
STK407-070B CLD	0.02	KG	0.02	KG	0.02	KG
STK407-070B SY	0.02	KG	0.02	KG	0.02	KG
STK407-090B CLD	0.02	KG	0.02	KG	0.02	KG
STK407-090E	0.02	KG	0.02	KG	0.02	KG
STK407-090E CLD	0.02	KG	0.02	KG	0.02	KG
STK407-100B CLD	0.02	KG	0.02	KG	0.02	KG
STK407-100E CLD	0.02	KG	0.02	KG	0.02	KG
STK407-120E CLD	0.02	KG	0.02	KG	0.02	KG
STK411-220D CLD	0.02	KG	0.02	KG	0.02	KG
STK411-220E CLD	0.02	KG	0.02	KG	0.02	KG
STK411-230E	0.02	KG	0.02	KG	0.02	KG
STK411-230E CLD	0.02	KG	0.02	KG	0.02	KG
STK411-240E CLD	0.02	KG	0.02	KG	0.02	KG
STK4112-II CLD	0.02	KG	0.02	KG	0.02	KG
STK411-550E	0.02	KG	0.02	KG	0.02	KG
STK411-550E CLD	0.02	KG	0.02	KG	0.02	KG
STK411-550G	0.02	KG	0.02	KG	0.02	KG
STK411-550G CLD	0.02	KG	0.02	KG	0.02	KG
STK412-000 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-010 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-010A CLD	0.02	KG	0.02	KG	0.02	KG
STK412-010B CLD	0.02	KG	0.02	KG	0.02	KG
STK412-020A CLD	0.02	KG	0.02	KG	0.02	KG
STK412-020 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-030 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-040 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-090 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-150C CLD	0.02	KG	0.02	KG	0.02	KG
STK412-150 A7ET-CLD	0.02	KG	0.02	KG	0.02	KG
STK412-150 MJ11-CLD	0.02	KG	0.02	KG	0.02	KG
STK412-170 A7ET-CLD	0.02	KG	0.02	KG	0.02	KG
STK412-170 MJ11-CLD	0.02	KG	0.02	KG	0.02	KG
STK412-170C CLD	0.02	KG	0.02	KG	0.02	KG
STK4121-II	0.02	KG	0.02	KG	0.02	KG
STK412-210 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-210A CLD	0.02	KG	0.02	KG	0.02	KG
STK412-210E CLD	0.02	KG	0.02	KG	0.02	KG
STK412-220 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-230 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-230B CLD	0.02	KG	0.02	KG	0.02	KG
STK412-240 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-290 CLD	0.02	KG	0.02	KG	0.02	KG
STK4122-II	0.02	KG	0.02	KG	0.02	KG
STK412-410 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-420 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-430 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-440 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-740 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-750 CLD	0.02	KG	0.02	KG	0.02	KG
STK412-770 CLD	0.02	KG	0.02	KG	0.02	KG
STK4131-II	0.02	KG	0.02	KG	0.02	KG
STK4132-II	0.02	KG	0.02	KG	0.02	KG
STK4132-II CLD	0.02	KG	0.02	KG	0.02	KG
STK413-430E CLD	0.02	KG	0.02	KG	0.02	KG
STK4141-II	0.02	KG	0.02	KG	0.02	KG
STK4141-II CLD	0.02	KG	0.02	KG	0.02	KG
STK4142-II CLD	0.02	KG	0.02	KG	0.02	KG
STK4142-II SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STK415-100 CLD	0.02	KG	0.02	KG	0.02	KG
STK415-120 CLD	0.02	KG	0.02	KG	0.02	KG
STK415-130 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STK415-130 CLD	0.02	KG	0.02	KG	0.02	KG
STK4151-II	0.02	KG	0.02	KG	0.02	KG
STK4152-II	0.02	KG	0.02	KG	0.02	KG
STK4152-II CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STK4152-II CLD	0.02	KG	0.02	KG	0.02	KG
STK4152-II SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STK416-120 CLD	0.02	KG	0.02	KG	0.02	KG
STK416-120 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STK416-130 CLD	0.02	KG	0.02	KG	0.02	KG
STK4162-II	0.02	KG	0.02	KG	0.02	KG
STK4162-II CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STK4162-II CLD	0.02	KG	0.02	KG	0.02	KG
STK417-120 CLD	0.02	KG	0.02	KG	0.02	KG
STK417-130	0.02	KG	0.02	KG	0.02	KG
STK417-130 CLD	0.02	KG	0.02	KG	0.02	KG
STK4172-II	0.02	KG	0.02	KG	0.02	KG
