ItemCode	InventoryWeight1	InventoryWeightUnit1	SalesUnitWeight	SalesWeightUnit	PurchaseUnitWeight	PurchaseWeightUnit
REP-DISP-DSLED007D	0.5	KG	0.5	KG	0.5	KG
REP-PCB-MAIN	1	KG	1	KG	1	KG
REP-EU-PCB1200	1	KG	1	KG	1	KG
REP-EU-PCB500	1	KG	1	KG	1	KG
REP-EU-PCB750	1	KG	1	KG	1	KG
REP-EVR-PCB1008VA	1	KG	1	KG	1	KG
REP-GWM1-PANEL	1	KG	1	KG	1	KG
REP-6852-RECEP	1	KG	1	KG	1	KG
REP-GWM1-RECEP	1	KG	1	KG	1	KG
REP-GWM2-RECEP	1	KG	1	KG	1	KG
REP-GWM-5535-RECEP	1	KG	1	KG	1	KG
REP-2191-RECEP	1	KG	1	KG	1	KG
REP-TWM-331-RECEP	1	KG	1	KG	1	KG
REP-5417-RECEP	1	KG	1	KG	1	KG
REP-582-RECEP	1	KG	1	KG	1	KG
REP-TWM-925-RECEP	1	KG	1	KG	1	KG
REP-KR4/6-RECEP	1	KG	1	KG	1	KG
REP-KR78-RECEP	1	KG	1	KG	1	KG
REP-HK06354	1.2	KG	1.2	KG	1.2	KG
REP-HK14249	1.2	KG	1.2	KG	1.2	KG
REP-6852-TRANS	1	KG	1	KG	1	KG
REP-GWM-5535-TRANS	1	KG	1	KG	1	KG
REP-2191-TRANS	1	KG	1	KG	1	KG
REP-TWM-331-TRANS	1	KG	1	KG	1	KG
REP-5417-TRANS	1	KG	1	KG	1	KG
REP-582-TRANS	1	KG	1	KG	1	KG
REP-TWM-925-TRANS	1	KG	1	KG	1	KG
REP-HK14248	1.2	KG	1.2	KG	1.2	KG
REP-GWM-HTRANS	1	KG	1	KG	1	KG
REP-TWM-925H/L/MH	1	KG	1	KG	1	KG
44083 OF	0.02	KG	0.02	KG	0.02	KG
REP-OSCIN-PI	1	KG	1	KG	1	KG
REP-OSCOUT-PI	1	KG	1	KG	1	KG
REP-KR4/6-PCB	1	KG	1	KG	1	KG
REP-WA31	1	KG	1	KG	1	KG
REP-YYSL-399-1	1	KG	1	KG	1	KG
REP-NMP3A.PCB	1	KG	1	KG	1	KG
TB1238BN CLD	0.02	KG	0.02	KG	0.02	KG
TB1238N CLD	0.02	KG	0.02	KG	0.02	KG
TB2903HQ CLD	0.02	KG	0.02	KG	0.02	KG
TB2904HQ CLD	0.02	KG	0.02	KG	0.02	KG
TB2906HQ CLD	0.02	KG	0.02	KG	0.02	KG
TB2926HQ CLD	0.02	KG	0.02	KG	0.02	KG
TB2929HQ CLD	0.02	KG	0.02	KG	0.02	KG
TB2946HQ CLD	0.02	KG	0.02	KG	0.02	KG
TBA820M	0.02	KG	0.02	KG	0.02	KG
TC9153AP CLD	0.02	KG	0.02	KG	0.02	KG
TC9164	0.02	KG	0.02	KG	0.02	KG
TC9212P	0.02	KG	0.02	KG	0.02	KG
TD6359	0.02	KG	0.02	KG	0.02	KG
TDA1083	0.02	KG	0.02	KG	0.02	KG
TDA1220	0.02	KG	0.02	KG	0.02	KG
TDA1510	0.02	KG	0.02	KG	0.02	KG
TDA1519 CLD	0.02	KG	0.02	KG	0.02	KG
TDA1519A	0.02	KG	0.02	KG	0.02	KG
TDA1554Q CLD	0.02	KG	0.02	KG	0.02	KG
TDA1557Q	0.02	KG	0.02	KG	0.02	KG
TDA1558Q CLD	0.02	KG	0.02	KG	0.02	KG
TDA1675A	0.02	KG	0.02	KG	0.02	KG
TDA16846P CLD	0.02	KG	0.02	KG	0.02	KG
TDA1905	0.02	KG	0.02	KG	0.02	KG
TDA2002 CLD	0.02	KG	0.02	KG	0.02	KG
TDA2003V CLD	0.02	KG	0.02	KG	0.02	KG
TDA2004R CLD	0.02	KG	0.02	KG	0.02	KG
TDA2005 CLD	0.02	KG	0.02	KG	0.02	KG
TDA2006 CLD	0.02	KG	0.02	KG	0.02	KG
TDA2007A CLD	0.02	KG	0.02	KG	0.02	KG
TDA2008	0.02	KG	0.02	KG	0.02	KG
TDA2009A CLD	0.02	KG	0.02	KG	0.02	KG
TDA2030 CLD	0.02	KG	0.02	KG	0.02	KG
TDA2040 CLD	0.02	KG	0.02	KG	0.02	KG
TDA2050 CLD	0.02	KG	0.02	KG	0.02	KG
TDA2052 CLD	0.02	KG	0.02	KG	0.02	KG
TDA2320A	0.02	KG	0.02	KG	0.02	KG
TDA2611A	0.02	KG	0.02	KG	0.02	KG
TDA2822M CLD	0.02	KG	0.02	KG	0.02	KG
TDA2824S	0.02	KG	0.02	KG	0.02	KG
TDA3190P RMV	0.02	KG	0.02	KG	0.02	KG
TDA3190XP CLD	0.02	KG	0.02	KG	0.02	KG
TDA3653B	0.02	KG	0.02	KG	0.02	KG
TDA3653C	0.02	KG	0.02	KG	0.02	KG
TDA4570	0.02	KG	0.02	KG	0.02	KG
TDA4601 PEIN	0.02	KG	0.02	KG	0.02	KG
TDA4605 CLD	0.02	KG	0.02	KG	0.02	KG
TDA4851 CLD	0.02	KG	0.02	KG	0.02	KG
TDA4863 CLD	0.02	KG	0.02	KG	0.02	KG
TDA4863AJ CLD	0.02	KG	0.02	KG	0.02	KG
TDA4864AJ CLD	0.02	KG	0.02	KG	0.02	KG
TDA4865AJ CLD	0.02	KG	0.02	KG	0.02	KG
TDA4867J CLD	0.02	KG	0.02	KG	0.02	KG
TDA5850	0.02	KG	0.02	KG	0.02	KG
TDA6101Q CLD	0.02	KG	0.02	KG	0.02	KG
TDA6103Q	0.02	KG	0.02	KG	0.02	KG
TDA6106Q CLD	0.02	KG	0.02	KG	0.02	KG
TDA6107JF CLD	0.02	KG	0.02	KG	0.02	KG
TDA6107Q CLD	0.02	KG	0.02	KG	0.02	KG
TDA6108JF CLD	0.02	KG	0.02	KG	0.02	KG
TDA6108Q CLD	0.02	KG	0.02	KG	0.02	KG
TDA6109JF CLD	0.02	KG	0.02	KG	0.02	KG
TDA6111Q	0.02	KG	0.02	KG	0.02	KG
TDA7053	0.02	KG	0.02	KG	0.02	KG
TDA7056	0.02	KG	0.02	KG	0.02	KG
TDA7056 RMV	0.02	KG	0.02	KG	0.02	KG
TDA7056 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7056A CLD	0.02	KG	0.02	KG	0.02	KG
TDA7056B CLD	0.02	KG	0.02	KG	0.02	KG
TDA7057Q CLD	0.02	KG	0.02	KG	0.02	KG
TDA7073A	0.02	KG	0.02	KG	0.02	KG
TDA7231A CLD	0.02	KG	0.02	KG	0.02	KG
TDA7233 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7240AV CLD	0.02	KG	0.02	KG	0.02	KG
TDA7253 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7262 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7263	0.02	KG	0.02	KG	0.02	KG
TDA7263 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7263M CLD	0.02	KG	0.02	KG	0.02	KG
TDA7264	0.02	KG	0.02	KG	0.02	KG
TDA7265 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7266M CLD	0.02	KG	0.02	KG	0.02	KG
TDA7266S CLD	0.02	KG	0.02	KG	0.02	KG
TDA7266SA CLD	0.02	KG	0.02	KG	0.02	KG
TDA7267 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7269A CLD	0.02	KG	0.02	KG	0.02	KG
TDA7273	0.02	KG	0.02	KG	0.02	KG
TDA7292 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7293 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7294 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7295 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7295S CLD	0.02	KG	0.02	KG	0.02	KG
TDA7296 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7297 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7297SA CLD	0.02	KG	0.02	KG	0.02	KG
TDA7318	0.02	KG	0.02	KG	0.02	KG
TDA7372	0.02	KG	0.02	KG	0.02	KG
TDA7374	0.02	KG	0.02	KG	0.02	KG
TDA7377 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7381 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7384 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7385 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7386	0.02	KG	0.02	KG	0.02	KG
TDA7386 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7388 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7394 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7396	0.02	KG	0.02	KG	0.02	KG
TDA7439 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7440D	0.02	KG	0.02	KG	0.02	KG
TDA7442 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7449 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7470D CLD	0.02	KG	0.02	KG	0.02	KG
TDA7473	0.02	KG	0.02	KG	0.02	KG
TDA7499 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7560 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7563 CLD	0.02	KG	0.02	KG	0.02	KG
TDA7851F CLD	0.02	KG	0.02	KG	0.02	KG
TDA8139 CLD	0.02	KG	0.02	KG	0.02	KG
TDA8145 CLD	0.02	KG	0.02	KG	0.02	KG
TDA8172 CLD	0.02	KG	0.02	KG	0.02	KG
TDA8177	0.02	KG	0.02	KG	0.02	KG
TDA8302	0.02	KG	0.02	KG	0.02	KG
TDA8305A	0.02	KG	0.02	KG	0.02	KG
TDA8350Q CLD	0.02	KG	0.02	KG	0.02	KG
TDA8356/N6 CLD	0.02	KG	0.02	KG	0.02	KG
TDA8358J CLD	0.02	KG	0.02	KG	0.02	KG
TDA8359J CLD	0.02	KG	0.02	KG	0.02	KG
TDA8361	0.02	KG	0.02	KG	0.02	KG
TDA8368	0.02	KG	0.02	KG	0.02	KG
TDA8377A	0.02	KG	0.02	KG	0.02	KG
TDA8380	0.02	KG	0.02	KG	0.02	KG
TDA8444 CLD	0.02	KG	0.02	KG	0.02	KG
TDA8510J CLD	0.02	KG	0.02	KG	0.02	KG
TDA8511J CLD	0.02	KG	0.02	KG	0.02	KG
TDA8560Q CLD	0.02	KG	0.02	KG	0.02	KG
TDA8561Q	0.02	KG	0.02	KG	0.02	KG
TDA8567Q CLD	0.02	KG	0.02	KG	0.02	KG
TDA8568Q	0.02	KG	0.02	KG	0.02	KG
TDA8571J CLD	0.02	KG	0.02	KG	0.02	KG
TDA8588AJ CLD	0.02	KG	0.02	KG	0.02	KG
TDA8588BJ CLD	0.02	KG	0.02	KG	0.02	KG
TDA8588J	0.02	KG	0.02	KG	0.02	KG
TDA8589BJ CLD	0.02	KG	0.02	KG	0.02	KG
TDA8841	0.02	KG	0.02	KG	0.02	KG
TDA8842 CLD	0.02	KG	0.02	KG	0.02	KG
TDA8920BJ CLD	0.02	KG	0.02	KG	0.02	KG
TDA8920BTH CLD	0.02	KG	0.02	KG	0.02	KG
TDA8922BJ CLD	0.02	KG	0.02	KG	0.02	KG
TDA8944J CLD	0.02	KG	0.02	KG	0.02	KG
TDA8946J CLD	0.02	KG	0.02	KG	0.02	KG
TDA8947JN4	0.02	KG	0.02	KG	0.02	KG
TDA8950J CLD	0.02	KG	0.02	KG	0.02	KG
TDA9302H CLD	0.02	KG	0.02	KG	0.02	KG
TDA9309	0.02	KG	0.02	KG	0.02	KG
TDA9377 PS/N2/AI0757	0.02	KG	0.02	KG	0.02	KG
TDA9377 PS/N2/AI1042	0.02	KG	0.02	KG	0.02	KG
TDA9377 PS/N2/AI1358	0.02	KG	0.02	KG	0.02	KG
TDA9377 PS/N3/A1604	0.02	KG	0.02	KG	0.02	KG
TDA9850 CLD	0.02	KG	0.02	KG	0.02	KG
TDA9852	0.02	KG	0.02	KG	0.02	KG
TEA1062	0.0001	KG	0.0001	KG	0.0001	KG
TEA1506P CLD	0.0001	KG	0.0001	KG	0.0001	KG
TEA1506T CLD	0.0001	KG	0.0001	KG	0.0001	KG
TEA1507P CLD	0.0001	KG	0.0001	KG	0.0001	KG
TEA1523P CLD	0.0001	KG	0.0001	KG	0.0001	KG
TEA1533 CLD	0.0001	KG	0.0001	KG	0.0001	KG
TEA2025B CLD	0.0001	KG	0.0001	KG	0.0001	KG
TEA2261 CLD	0.0001	KG	0.0001	KG	0.0001	KG
TEA2262 CLD	0.0001	KG	0.0001	KG	0.0001	KG
FORTE SE	19.73	KG	19.73	KG	19.73	KG
FORTE TN	24.045	KG	24.045	KG	24.045	KG
PC3LE7	18.5	KG	18.5	KG	18.5	KG
PC3A8	26	KG	26	KG	26	KG
GK-T939	8.333	KG	8.333	KG	8.333	KG
GK-TU935	8.333	KG	8.333	KG	8.333	KG
GK-T900	7.333	KG	7.333	KG	7.333	KG
GK-825	5	KG	5	KG	5	KG
PA1000	12.86	KG	12.86	KG	12.86	KG
PA300 KORG	9.85	KG	9.85	KG	9.85	KG
PA600 KORG	12.2	KG	12.2	KG	12.2	KG
KP70	5.25	KG	5.25	KG	5.25	KG
KP110	6.8	KG	6.8	KG	6.8	KG
KP200	10.5	KG	10.5	KG	10.5	KG
KP300X	13	KG	13	KG	13	KG
KB-12	0.021	KG	0.021	KG	0.021	KG
KB-16C	0.08	KG	0.08	KG	0.08	KG
ATV-KM1	0.078	KG	0.078	KG	0.078	KG
FY1118U	0.8	KG	0.8	KG	0.8	KG
ATV-I8	0.138	KG	0.138	KG	0.138	KG
FY-1113D OF	0.9	KG	0.9	KG	0.9	KG
HV-K300	0.181	KG	0.181	KG	0.181	KG
KROSS2-61	4.3	KG	4.3	KG	4.3	KG
MAR-1	6.4	KG	6.4	KG	6.4	KG
FY-1112B MORADO	0.247	KG	0.247	KG	0.247	KG
FY-1112B	0.247	KG	0.247	KG	0.247	KG
FY-1112B ROSADO	0.247	KG	0.247	KG	0.247	KG
FY-1112B VERDE	0.247	KG	0.247	KG	0.247	KG
HV-KB406L	1.5	KG	1.5	KG	1.5	KG
HV-KB327 USB	0.682	KG	0.682	KG	0.682	KG
HV-KB312 OF	1.5	KG	1.5	KG	1.5	KG
HV-KB378	0.455	KG	0.455	KG	0.455	KG
TS-401	0.319	KG	0.319	KG	0.319	KG
TS-403	0.407	KG	0.407	KG	0.407	KG
SN-394	0.2	KG	0.2	KG	0.2	KG
QX-4034	0.004	KG	0.004	KG	0.004	KG
QX-4036	0.016	KG	0.016	KG	0.016	KG
HY1.4055	0.038	KG	0.038	KG	0.038	KG
TE-131G	0.044	KG	0.044	KG	0.044	KG
TE-133	0.039	KG	0.039	KG	0.039	KG
REP-TER100	0.2	KG	0.2	KG	0.2	KG
TY22-10	0.015	KG	0.015	KG	0.015	KG
TY22-4	0.022	KG	0.022	KG	0.022	KG
QX-4044	0.09	KG	0.09	KG	0.09	KG
TE-130	0.054	KG	0.054	KG	0.054	KG
TE-253	0.066	KG	0.066	KG	0.066	KG
QX-4053	0.05	KG	0.05	KG	0.05	KG
TY22-6	0.015	KG	0.015	KG	0.015	KG
TY22-7	0.013	KG	0.013	KG	0.013	KG
TY22-5	0.017	KG	0.017	KG	0.017	KG
PBTR-4	0.05	KG	0.05	KG	0.05	KG
PBTS-4	0.05	KG	0.05	KG	0.05	KG
TE-258	0.092	KG	0.092	KG	0.092	KG
SW-91115	0.0083	KG	0.0083	KG	0.0083	KG
SW-91150	0.0083	KG	0.0083	KG	0.0083	KG
REP-TER-10A-220	0.0083	KG	0.0083	KG	0.0083	KG
SW-91110	0.0083	KG	0.0083	KG	0.0083	KG
SW-91180	0.0083	KG	0.0083	KG	0.0083	KG
REP-REG-F1200	0.5	KG	0.5	KG	0.5	KG
TFA9843J CLD	0.02	KG	0.02	KG	0.02	KG
TV-205 OF	0.3	KG	0.3	KG	0.3	KG
HY1.2354D	0.016	KG	0.016	KG	0.016	KG
LJWL-01	10	KG	10	KG	10	KG
HT1314CH*	14.3	KG	14.3	KG	14.3	KG
MT1415B NT	18	KG	18	KG	18	KG
STI-1415	4.5	KG	4.5	KG	4.5	KG
LT-256C	14.1	KG	14.1	KG	14.1	KG
MT1415BN	18	KG	18	KG	18	KG
MTT1415BK	18	KG	18	KG	18	KG
AO-810DC (L-801)	0.408	KG	0.408	KG	0.408	KG
TIP102	0.002	KG	0.002	KG	0.002	KG
TIP121 CLD	0.002	KG	0.002	KG	0.002	KG
TIP122 CLD	0.002	KG	0.002	KG	0.002	KG
TIP142 CLD	0.002	KG	0.002	KG	0.002	KG
TIP145 CLD	0.002	KG	0.002	KG	0.002	KG
TIP147 CLD	0.002	KG	0.002	KG	0.002	KG
TIP3055 CLD	0.004	KG	0.004	KG	0.004	KG
TIP31C CLD	0.002	KG	0.002	KG	0.002	KG
TIP32C CLD	0.002	KG	0.002	KG	0.002	KG
TIP35C CLD	0.002	KG	0.002	KG	0.002	KG
TIP36C CLD	0.002	KG	0.002	KG	0.002	KG
TIP41C CLD	0.002	KG	0.002	KG	0.002	KG
TIP42C CLD	0.002	KG	0.002	KG	0.002	KG
TL072CN CLD	0.008	KG	0.008	KG	0.008	KG
TL074CN CLD	0.008	KG	0.008	KG	0.008	KG
TL081CP	0.001	KG	0.001	KG	0.001	KG
TL082CN CLD	0.001	KG	0.001	KG	0.001	KG
TL084CN CLD	0.001	KG	0.001	KG	0.001	KG
TL431 CLD	0.001	KG	0.001	KG	0.001	KG
TL491CN	0.001	KG	0.001	KG	0.001	KG
TL494CN CLD	0.001	KG	0.001	KG	0.001	KG
TLP521	0.001	KG	0.001	KG	0.001	KG
TLP621	0.001	KG	0.001	KG	0.001	KG
TNY176 CLD	0.002	KG	0.002	KG	0.002	KG
M6-45	0.025	KG	0.025	KG	0.025	KG
REP-CDB-250T-120-3A	1.2	KG	1.2	KG	1.2	KG
REP-CDB-180T-120-2.5	1.2	KG	1.2	KG	1.2	KG
REP-CDB-150T-120-2.5	1.2	KG	1.2	KG	1.2	KG
TR12012-1A	0.75	KG	0.75	KG	0.75	KG
TR12012-2A	0.874	KG	0.874	KG	0.874	KG
TR12012-3A	1	KG	1	KG	1	KG
TR12012-500MA	0.311	KG	0.311	KG	0.311	KG
TR606-1A	0.414	KG	0.414	KG	0.414	KG
TR606-500MA	0.3	KG	0.3	KG	0.3	KG
TR909-1A	0.65	KG	0.65	KG	0.65	KG
TR909-2A	0.874	KG	0.874	KG	0.874	KG
TR909-500MA	0.301	KG	0.301	KG	0.301	KG
REP-TR-FM200	1	KG	1	KG	1	KG
TR-410	0.314	KG	0.314	KG	0.314	KG
FD-25W (EI57*30 25W)	0.65	KG	0.65	KG	0.65	KG
EI66*28 50W	0.909	KG	0.909	KG	0.909	KG
TR-406 (FD-6W)	0.22	KG	0.22	KG	0.22	KG
REP-EI57-25W	1.5	KG	1.5	KG	1.5	KG
REP-RXA15P220U	1.5	KG	1.5	KG	1.5	KG
REP-TDB-258D1-115	0.7	KG	0.7	KG	0.7	KG
TR-180T	1.5	KG	1.5	KG	1.5	KG
REP-180T-SIGMA	1.8	KG	1.8	KG	1.8	KG
REP-180T-1504B	1.8	KG	1.8	KG	1.8	KG
REP-CDB-180TX	1.8	KG	1.8	KG	1.8	KG
TR-250T	1.9	KG	1.9	KG	1.9	KG
REP-280T-OPTIMUS	1.9	KG	1.9	KG	1.9	KG
TR-280T	1.9	KG	1.9	KG	1.9	KG
REP-150T-1504R	1.9	KG	1.9	KG	1.9	KG
REP-PM75	1	KG	1	KG	1	KG
REP-PC15A-250WD	1	KG	1	KG	1	KG
REP-HS303RT	1	KG	1	KG	1	KG
REP-POB-258D9	1	KG	1	KG	1	KG
REP-DJ750	1	KG	1	KG	1	KG
REP-TDB-198L	1	KG	1	KG	1	KG
REP-POB-258D7	1	KG	1	KG	1	KG
REP-11N65C3	0.05	KG	0.05	KG	0.05	KG
REP-2L(5401)-SMD	0.05	KG	0.05	KG	0.05	KG
REP-2N5401	0.05	KG	0.05	KG	0.05	KG
REP-2N5551	0.05	KG	0.05	KG	0.05	KG
REP-2SA1943	0.05	KG	0.05	KG	0.05	KG
REP-2SC5200	0.05	KG	0.05	KG	0.05	KG
REP-FB-4212	0.05	KG	0.05	KG	0.05	KG
REP-FQP44N10	0.05	KG	0.05	KG	0.05	KG
REP-G1(5551)-SMD	0.05	KG	0.05	KG	0.05	KG
REP-G20N50C	0.05	KG	0.05	KG	0.05	KG
REP-IRF1310	0.05	KG	0.05	KG	0.05	KG
REP-CS3205	0.05	KG	0.05	KG	0.05	KG
REP-IRFB4227	0.05	KG	0.05	KG	0.05	KG
REP-KSP10/C9018	0.05	KG	0.05	KG	0.05	KG
REP-B647	0.02	KG	0.02	KG	0.02	KG
REP-B667	0.02	KG	0.02	KG	0.02	KG
REP-2SA1837	0.0023	KG	0.0023	KG	0.0023	KG
REP-2SC4793	0.0023	KG	0.0023	KG	0.0023	KG
KTX	0.07	KG	0.07	KG	0.07	KG
SC-BM5_TR1 OF	0.9	KG	0.9	KG	0.9	KG
LT01 CR	0.5	KG	0.5	KG	0.5	KG
LT03 CR	0.5	KG	0.5	KG	0.5	KG
LT01 BK	0.453	KG	0.453	KG	0.453	KG
LT03 BK	0.5	KG	0.5	KG	0.5	KG
BT01	0.5	KG	0.5	KG	0.5	KG
BT07	0.435	KG	0.435	KG	0.435	KG
BT09	0.5	KG	0.5	KG	0.5	KG
BT03 OF	0.5	KG	0.5	KG	0.5	KG
TRIAC BT136-600 CLD	0.002	KG	0.002	KG	0.002	KG
TRIAC BT136-600D CLD	0.002	KG	0.002	KG	0.002	KG
TRIAC BT136-600E CLD	0.002	KG	0.002	KG	0.002	KG
TRIAC BT137-600E CLD	0.002	KG	0.002	KG	0.002	KG
TRIAC BT137-800E CLD	0.002	KG	0.002	KG	0.002	KG
TRIAC BT138-600 CLD	0.002	KG	0.002	KG	0.002	KG
TRIAC BT138-600E CLD	0.002	KG	0.002	KG	0.002	KG
TRIAC BT139-600E CLD	0.001	KG	0.001	KG	0.001	KG
TRIAC BTA06-600C CLD	0.001	KG	0.001	KG	0.001	KG
TRIAC BTA08-600B	0.001	KG	0.001	KG	0.001	KG
TRIAC BTA08-600C CLD	0.001	KG	0.001	KG	0.001	KG
TRIAC BTA10-600B CLD	0.001	KG	0.001	KG	0.001	KG
TRIAC BTA12-600B CLD	0.002	KG	0.002	KG	0.002	KG
TRIAC BTA16-600B CLD	0.002	KG	0.002	KG	0.002	KG
TRIAC BTA26-600B CLD	0.002	KG	0.002	KG	0.002	KG
TRIAC BTA41-600B CLD	0.005	KG	0.005	KG	0.005	KG
TRIAC TIC226D CLD	0.005	KG	0.005	KG	0.005	KG
6418L-H	4	KG	4	KG	4	KG
6418L-M	5.5	KG	5.5	KG	5.5	KG
TT2076 CLD	0.005	KG	0.005	KG	0.005	KG
TT2140 CLD	0.0014	KG	0.0014	KG	0.0014	KG
TT2170 CLD	0.0014	KG	0.0014	KG	0.0014	KG
TT2190 CLD	0.0014	KG	0.0014	KG	0.0014	KG
TT2222 CLD	0.001	KG	0.001	KG	0.001	KG
O-PME	0.04	KG	0.04	KG	0.04	KG
525/A OF	0.035	KG	0.035	KG	0.035	KG
525/B OF	0.035	KG	0.035	KG	0.035	KG
20 OF	0.01	KG	0.01	KG	0.01	KG
I50B143	0.0057	KG	0.0057	KG	0.0057	KG
PS02 OF	0.01	KG	0.01	KG	0.01	KG
PS01 OF	0.01	KG	0.01	KG	0.01	KG
PS03 OF	0.01	KG	0.01	KG	0.01	KG
LC1212NT-M	10	KG	10	KG	10	KG
MCC1212CB	9.62	KG	9.62	KG	9.62	KG
ATV-V88	0.4	KG	0.4	KG	0.4	KG
ATV-MX_	0.4	KG	0.4	KG	0.4	KG
ATV-M8Spro	0.4	KG	0.4	KG	0.4	KG
ATV-089	0.344	KG	0.344	KG	0.344	KG
ATV-090	0.337	KG	0.337	KG	0.337	KG
TS-S251 REMATE	0.141	KG	0.141	KG	0.141	KG
DT-1623	0.141	KG	0.141	KG	0.141	KG
DT-162	0.114	KG	0.114	KG	0.114	KG
AXT-203	0.02	KG	0.02	KG	0.02	KG
DT-185	0.171	KG	0.171	KG	0.171	KG
SPT-1628 OF	0.025	KG	0.025	KG	0.025	KG
DT-1632	0.278	KG	0.278	KG	0.278	KG
SPT-207	0.03	KG	0.03	KG	0.03	KG
SPT-205	0.03	KG	0.03	KG	0.03	KG
GP-100	0.048	KG	0.048	KG	0.048	KG
GP-105	0.055	KG	0.055	KG	0.055	KG
GP-303A	0.104	KG	0.104	KG	0.104	KG
GP-311A	0.053	KG	0.053	KG	0.053	KG
GP-314	0.055	KG	0.055	KG	0.055	KG
GP-309CL	0.041	KG	0.041	KG	0.041	KG
GP-307	0.0566	KG	0.0566	KG	0.0566	KG
SPT-951S	0.084	KG	0.084	KG	0.084	KG
GP-307B OF	0.06	KG	0.06	KG	0.06	KG
I73B1902	0.049	KG	0.049	KG	0.049	KG
GC-020 OF	0.01	KG	0.01	KG	0.01	KG
S-251	0.092	KG	0.092	KG	0.092	KG
GC-003	0.05	KG	0.05	KG	0.05	KG
GMI-446	0.708333333	KG	0.708333333	KG	0.708333333	KG
GMI-186	1.1	KG	1.1	KG	1.1	KG
SPT-247	2.25	KG	2.25	KG	2.25	KG
SPT-903BK	0.067	KG	0.067	KG	0.067	KG
SPT-944	0.077	KG	0.077	KG	0.077	KG
SPT-941	0.083	KG	0.083	KG	0.083	KG
SPT-944BL	0.082	KG	0.082	KG	0.082	KG
SPT-941BL	0.085	KG	0.085	KG	0.085	KG
SPT-944C	0.078	KG	0.078	KG	0.078	KG
SPT-941C	0.086	KG	0.086	KG	0.086	KG
SPT-942BL	0.086	KG	0.086	KG	0.086	KG
SPT-942C	0.11	KG	0.11	KG	0.11	KG
SPT-904SI	0.066	KG	0.066	KG	0.066	KG
SPT-942	0.11	KG	0.11	KG	0.11	KG
SPT-918	0.097	KG	0.097	KG	0.097	KG
SPT-918BL	0.1	KG	0.1	KG	0.1	KG
SPT-918C	0.1	KG	0.1	KG	0.1	KG
SPT-919	0.097	KG	0.097	KG	0.097	KG
SPT-919BL	0.1	KG	0.1	KG	0.1	KG
SPT-919C	0.101	KG	0.101	KG	0.101	KG
UC3842AN CLD	0.02	KG	0.02	KG	0.02	KG
UC3843AN	0.02	KG	0.02	KG	0.02	KG
UC3845 CLD	0.02	KG	0.02	KG	0.02	KG
COMPOSER UKULELE	0.95	KG	0.95	KG	0.95	KG
OU2-A-U	0.682	KG	0.682	KG	0.682	KG
OU2PAK-A-U	0.99	KG	0.99	KG	0.99	KG
EULPVSNH3	2.836	KG	2.836	KG	2.836	KG
OU12-A-U	0.682	KG	0.682	KG	0.682	KG
ULN2003 CLD	0.0002	KG	0.0002	KG	0.0002	KG
ULN2004AN CLD	0.001	KG	0.001	KG	0.001	KG
ULN2803A CLD	0.00125	KG	0.00125	KG	0.00125	KG
ULN2804 CLD	0.02	KG	0.02	KG	0.02	KG
AP-M	0.05	KG	0.05	KG	0.05	KG
AP-N	0.05	KG	0.05	KG	0.05	KG
479800	0.009	KG	0.009	KG	0.009	KG
00478810XUND	0.0015	KG	0.0015	KG	0.0015	KG
00479800XUND	0.0015	KG	0.0015	KG	0.0015	KG
479790	0.009	KG	0.009	KG	0.009	KG
00478800XUND	0.0015	KG	0.0015	KG	0.0015	KG
00479790XUND	0.0015	KG	0.0015	KG	0.0015	KG
QX-1770B	0.017	KG	0.017	KG	0.017	KG
QX-1768B	0.01	KG	0.01	KG	0.01	KG
RPAN285 OF	0.018	KG	0.018	KG	0.018	KG
AD-361	0.11	KG	0.11	KG	0.11	KG
HY1.1769B	0.01	KG	0.01	KG	0.01	KG
CN-321	0.012	KG	0.012	KG	0.012	KG
QX-2853	0.006	KG	0.006	KG	0.006	KG
CN-281NW	0.0018	KG	0.0018	KG	0.0018	KG
